Title,Lyrics
Desires No Desires,"1 ContributorDesires No Desires Lyrics[Verse 1] Rumours killing like a tumour Lost my baby catch no aurora Soft kisses fading to polar Cold feelings but she needs me closer This is no 016, 17 stars under I warned her Drinking smoking I'll stop it for you If the love can stop lustful blues  [Chorus] Desires no desires get the party turnt Popping E's and no beliefs, I never learn Ocean dreams I fuck her till the night leaves But some other girls are for the streets Desires no desires get the party turnt Popping E's and no beliefs, I never lеarn Ocean dreams I fuck her till thе night leaves But some other girls are for the streets  [Post-Chorus] 404 triple 6 on the dash I'm going Lost in London, lights are blaring People staring, bout to fall in please don't save me My life in a nutshell has all just been hell All just been failed, no one understands me Everyone around she, ain’t ever been well You wouldn't get me, me wouldn't get she Wouldn't set free, I wouldn't let go Go let he, Satan , go let me breathe Claustrophobic, me moving epileptic Tell me go take some medicine Go check yourself bitch You might also like[Verse 2] They tell me to get some sleep, it’s probably been 2 weeks Scared of the bitches that cannot even fucking read My thoughts when I'm thinking of the times where I Couldn't breathe, trapped inside a dream yeah Didn't think the voices deep, I bled out inside my mind Police come round my line to section me or my head? Just wanna go rest, eternal stress don’t wanna fucking get Intoxicated, though bitch got my eyes red And now i be feeling every heartbeat straight to my death Towards the left, never in bed Always up at night when the world is on Always up at night when the world is on Always up at night when the world is on meds  [Chorus] Desires no desires get the party turnt Popping E's and no beliefs, I never learn Ocean dreams I fuck her till the night leaves But some other girls are for the streets Desires no desires get the party turnt Popping E's and no beliefs, I never learn Ocean dreams I fuck her till the night leaves But some other girls are for the streets Desires no desires get the party turnt Popping E's and no beliefs, I never learn Ocean dreams I fuck her till the night leaves But some other girls are for the streets Desires no desires get the party turnt Popping E's and no beliefs, I never learn Ocean dreams I fuck her till the night leaves But some other girls are for the streets [Outro] Who the hoe wanna start shit up when you Girls start beefing in the group chat? I beg you leave that shit behind Cause the next week you gonna have a relapse Imma tell you that you ain’t fine staying in the gc But you wanna stick to the drama so imma leave you with KikiEmbed"
​don’t you leave me behind,"1 Contributor​don’t you leave me behind Lyrics[Intro] Is that all I ever meant to you, love me then leave me Still see your cute eyes passing at me at the tube  [Verse 1] Will I ever see tomorrow I have no clue Hold me closer even though I'm still losing you Sometimes I feel like losing myself too Drowning myself always out of of the blue Never acted a saint before I met you baby Almost bled out today cause you couldn't save me (no, no)  [Chorus] Don't you leave me all behind Pull me in closer away from the skies Seeking wishes for the afterlife I need you here cause I don't wanna cry So please don't leave me behind  [Pre-Verse] (oh-no-no-yeah-ooh, life's a lie)  [Verse 2] Fuck those dreams we built hours passing by Hope just left me to be The after hours calling me B2B don't do shots just drink the whole brewery Fuck your sorry sorrows I wish Tomorrow is my lotto Cancel on me here drinking Hennessey Nocturnal bitches on me My dear death wish it came to be, fucking on me I knew that you didn't want me Now but somewhere in my head I'm still missing you You might also like[Pre-Chorus] I'm still missing you But drinking too much Seeing my own death too many times  [Chorus] Don't you leave me all behind Pull me in closer away from the skies Seeking wishes for the afterlife I need you here cause I don't wanna cry So please don't leave me behind  [Outro] (ooh-ahh, leave me beh-)Embed"
DREAMADELIC / You Broke Me First,"1 ContributorDREAMADELIC / You Broke Me First Lyrics[Intro] Go on, go leave me, go leave me, go Go on, go leave me, go leave me, go Go on, go on, go on, go, go leave me Go leave me go on, go leave me, go leave me Go, go on, go leave me, go leave me, go Go leave me, go leave me, go on, go on  [Chorus] Go on, go leave me, go leave me, go Go leave me, go leave me, go on, go Go leave me, go leave me, go on, go Go leave me, go leave me Go leave me, go leave me, go on, go Go leave me, go leave me, go on, go Go leave me, go leave me, go on Go leave me, go leave me, go  [Verse 1] Licked her out so mad she be covering her moans She might be mean so I'm expecting her to go Moved on to the next she a baddie from the way she throws Just picked a 3.5 from the drop, dropping myself In psychedelics I'm up turnt up to a thousand they gon fuck Messed up in heaven life's so tough niggas be shooting Crack like it's candy, candy man mirror see myself so dreamy Dreamadelic dark vibes we on front Never front on these bitchin niggas they be nuts Chatting in the gc I ain't gonna stunt Send the addy down to what's locked Boys be acting like Fez they keeping it True Needing it so bad like I'm Rue Smokin' way too much you can't sit straight bitch These psychedelics, you'll just be stuck in heaven I know your conscious tell them, blem to no spicy for gem No 707 we floating to end you, ain't no friend, but you ain't my girlfriend Tell it to the next, I be on both ends two phones hence So leave me alone, codeine with chicks you know I'm about to mix Me fixing my heart bliss, the sorrow gets me, hit the blunt so hard The mixture too rough, honestly nevermind You might also like[Chorus] Go on, go leave me, go leave me, go Go leave me, go leave me, go on, go Go leave me, go leave me, go on, go Go leave me, go leave me  [Verse 2] Got 2 of the same things am I just dreaming or were you leaving mine Must have fucked that idea of out your mind, inception Might have all my exes in a collection, coming up feels like a game of Russian Roulette at the moment, will my girl leave If she has another condolence? Imagining my death every time I smoke on this omen Two thirty why don't you hit my line, see me come to your home then? Nah nah you got everyone feeling sorry for you, what the fuck for? They be sorry once I'm cruising late and still getting paid They be sorry once I'm hitting early tryna get laid Nah-nah you didn't hear that, girls be on BeReal but be acting so fake  [Interlude] You broke me first don't My memory of you is jaded You're wetting yourself, you faded girl (ay) Body good, body great Hold you down girl you got no patience We're so drunk it's late But you can stay here, eyes dilated (ay) Knew you meeting jeeting with him I don't care cause I was fucking with Kim On both sides you wanting me so bad you limp After I got your legs shaking oh shit Didn't noticed you noticed girl baby hold me down to sip Drunken love we're ‘bout as far as B We ain't no Jay-Z but we're playing his music Fucking to his songs you ain't not reproducing Produce all my songs like bitch don't you lose it [Chorus] Go on, go leave me, go leave me, go Go leave me, go leave me, go on, go Go leave me, go leave me, oh-oh Go on, go leave me, go on, go Go leave me, go leave me, go on, go Go leave me, go leave me, go on, go on Go leave me, go leave me  [Outro] Fuck I'm so drunk so way too highEmbed"
​drunk with leilah,"1 Contributor​drunk with leilah Lyrics[Verse 1] Calling your phone, I shouldn't have let you go No option alone, just neck kisses and black-white photos You wanna go back to my home Thick thighs and pills out of my zone White socks white airs red dress Lipstick hotter than her turnt sex Giving me sex texts baby girl I make you do the twirl next baby pearl Necklace iced out next to the low No emotion emotional hearts of stone alone Forever getting her stoned wet not slow With it I finish it long time ago The look in her brown eyes keeps me floating Kissing her passionate she wanna keep it  [Pre-Chorus] I know you love it through the night Little kisses to the hotline Miami wanna fuck with us Drinks and popping pills for lust Can take a little moment just wait I know you feel emotions Love it when you do it slow Staring into my soulless soul I know you love it through the night Little kisses to the hotline Miami wanna fuck with us Drinks and popping pills for lust Can take a little moment just wait I know you feel emotions Love it when you do it slow Staring into my soulless soul You might also like[Chorus] 4am bitch love, the drinking popping pills club Balloon girl sitting in the bathtub No rush, no rush, wanderlust No rush, no rush, wanderlust No rush, no rush, we each others crush (ay) No rush, no rush, wanderlust  [Pre-Verse] Oh shit (you’re alright) (I'm gonna put this voice message, should I put this in my song?.. Yeah) (fuck this shit hurts) (Ha how you doing?) (crush)  [Verse 2] Crush or no crush, cheating is a must for you Bitches wanna love fake doing this man up You want hoe up loving me up taking all the dick with you Ay I'll take the moment from who Cause you a no one, wannabe honey Think you're funny, up and all crazy Letting me know that you're getting me feeling lazy Loving this Malibu though  [Bridge] From the intoxicated so hazy You just wanna keep me baby Stuck in a loop then take me (ooh) Keep it on it you keep it hot [Pre-Chorus] I know you love it through the night Little kisses to the hotline Miami wanna fuck with us Drinks and popping pills for lust Can take a little moment just wait I know you feel emotions Love it when you do it slow Staring into my soulless soul  [Chorus] No rush, no rush, wanderlust No rush, no rush, wanderlust No rush, no rush We each others crush ay, wanderlust No rush, no rush, wanderlust No rush, no rush, wanderlust No rush, no rush We each others crush, wanderlust  [Outro] (the drinking popping pills club, balloon girl) No rush, no rush innit Come on let's go, fucking hell (balloon girl)Embed"
Eastside Interlude,"1 ContributorEastside Interlude Lyrics[Intro] Seventeen, never really thought I’ll make it here Still baking on the east Coast to coast, bae come to me Seventeen, never really thought I’ll make it here Still baking on the east Coast to coast, bae comes to me, oh  [Verse 1] It was us in eastside Now it’s cold nights on a new high Reasons why I’m really never active In the daytime, cheap flights Taking me back to the north fights Never really wantеd love but Thinking of you from the outskirts Old suit new drеss, always on the fast move New crep J4s on the wish list Kiss list, got 3000 wishes for the misses Missed calls, never take it off the blacklist We fall, we fell fuck me over on my wrists New day old thoughts, stabbings on the location No patience, bro supplying bud always train taking Just baked off, laid off, I’m faded, Peace to Takeoff Wish to take-off on a new zone Baby tell me do I make you feel like like home alone Like festive feelings don’t go too far-far from the early parts Like 6 years old, living in the south east Louis Town never lavish like the Louis V We all wanna feel like we’re making millions That’s why millions of us keep getting all this shit wrong To Romford Town difference ain’t too different Cause it’s all around the feeling of regretful pounds Seasons always changing but inside here feels so old Feeling brand new only off it when I see you go You might also like[Chorus] Eastside girls come around all the time But somehow you on my mind Will you remember me, oh-oh GirI I remember you, oh-oh Loving you a remedy Eastside girls come around all the time But somehow you on my mind Will I remember you, oh-oh Will you remember me, oh-oh Loving you a remedy  [Verse 2] She wakes up to catch a vibe Smoke and bake off, a cheaper flight Missed a moment but it’s 5 on time Dropped her guard and she’s always Fucked from the eastside nights Taking shots off the counter no strings And she's gotta break for me Girl could you lay on and break for me  [Outro] Cause I could never ask you now What you think I got on my mind Passing out on your side of town Didn’t think to call you, but I’m here right now But I’m here right now, but I’m here right now (oh)Embed"
Faded With Elissa,"1 ContributorFaded With Elissa Lyrics[Chorus] Looking for brighter day Her eyes don’t keep me far from the rain Devil creeping up in my face Hold me closer if you wanna taste Looking for brighter day Her eyes don’t keep me far from the rain Devil creeping up in my face Hold me closer if you wanna taste  [Verse 1] Looking for brighter day, cannot concentrate My girl Elissa would only relate cause she understands the pain okay We faded up to the moon feels like the moons our soul The way it disappear when the sunshine falls She said shе would be a pretty sunset, wouldn’t disagree I bеt Smoking from rooftops in bed, she looks around and I said I love you till the world fucking ends and I bet Our souls connected longer than the fumes to the head Like this gunshot to my head my dear death wish, my last wish To leave this world faster than the bullet I met The gates of afterlife in my dreams cause Who the fuck thought I said I love breathing not deceiving Still so pessimistic, not ever religious, feel conflicted We all wanna die young, we all wanna have fun, this life's a time bomb The way we live hurts a ton, my mind feels like a ton Heavier than death will turn a happy home to a burnt You might also like[Chorus] Looking for brighter day Her eyes don’t keep me far from the rain Devil creeping up in my face Hold me closer if you wanna taste Looking for brighter day Her eyes don’t keep me far from the rain Devil creeping up in my face Hold me closer if you wanna taste  [Verse 2] Wouldn’t take a nigga for a fool, fool me twice and like my wrist Imma slice, don’t disrespect my true love, she’s just holding the dice Diamonds I see when my eyes closed right, the dice will drop and so will I Like I'm taking my chances but life doesn’t come in enhanced You grow up to believe the good, but evils more scattered than hoods Hood life for a low life, under the blankets I cry Truth hits harder than the fiction coming out your mouth When you say I wanna live for better then you go south  [Verse 3] Looking for brighter day, cannot concentrate My girl Elissa would only relate cause she understands the pain okay We faded up to the moon feels like the moons our soul The way it disappear when the sunshine falls She said she would be a pretty sunset, wouldn’t disagree I bet Smoking from rooftops in bed, she looks around and I said I love you till the world fucking ends and I bet Our souls connected longer than the fumes to the head Like this gunshot to my head my dear death wish, my last wish To leave this world faster than the bullet I met The gates of afterlife in my dreams cause Who the fuck thought I said I love breathing not deceiving Still so pessimistic, not ever religious feel conflicted We all wanna die young, we all wanna have fun, this life's a time bomb The way we live hurts a ton, my mind feels like a ton Heavier than death will turn a happy home to a burnt [Outro] All has a meaning and everything has a reason Wish i could be someone else who has a reason A purpose to stay alive on this earth its harder to breathe When highs hit, lower than ice my conscious Fades away like on this fix I love you ElissaEmbed"
Faiths Exit,"1 ContributorFaiths Exit Lyrics[Verse 1] Calling you up again we on panic mode like We were trying to do it at the same time Trust it’s all love we had to remind Demons we’re sorry to end it overdrive Mind on skates we were so close every time Wanting to die together we were in no life Stealing from corners our memories break Waters so deep and our feeling relate Families brokе cause we had it lost trace Of who wеre at young but we were so late Suicide, suicide we on that lane Murder ourselves like we own it to faith Afterlife calling for both our mistakes If we jump is it a mistake? Regretful, regretful a beautiful place Both of souls were in the wrong place  [Pre-Chorus] Do me so wrong life does us so wrong Cutting my heart out blood falls so gone 707 we clean it off after all that fun Depression our lesson, if we die tonight Will the world be brighter than the sun? Brighter than the sun? You might also like[Chorus] Bitterness, bitterness are we okay? Call it day and we end it no faith Sorry my friends I'll miss you, I'm late Death is always calling my name Bitterness, bitterness are we okay? Call it day and we end it no faith Sorry my friends I'll miss you I'm late Death is always calling my name  [Refrain] Bitterness, bitterness Are we okay-ay-ay-ay-ay-ay-ay? Call it day and we end it No faith-ay-ay-ay-ay-ay-ay Sorry my friends I'll miss you I'm late-ay-ay-ay-ay-ay-ay Death is always calling my name Death is always calling my name  [Verse 2] You wonder what it feels like to be me Waking up everyday floating to sea No ecstasy so I drink all night to sleep Insomnia killing me I dream to leap Never online cause I wish to be offline Don’t call me again I'll be there on sight Hesitant to ask what wonders she might Does she like me or do I take flight? Never on love, it’s always the dice I take her to space hope for this time Time is not what we like, cry They all try one cause they love the lies Fear in my system We both tried to die, ay, we both tried to die [Chorus] Bitterness, bitterness are we okay? Call it day and we end it no faith Sorry my friends I'll miss you, I'm late Death is always calling my name Bitterness, bitterness are we okay? Call it day and we end it no faith Sorry my friends I'll miss you I'm late Death is always calling my name  [Refrain] Bitterness, bitterness Are we okay-ay-ay-ay-ay-ay-ay? Call it day and we end it No faith-ay-ay-ay-ay-ay-ay Sorry my friends I'll miss you I'm late-ay-ay-ay-ay-ay-ay Death is always calling my name Death is always calling my name  [Outro] Reach for the stars my bae she done left it We keeping it cold like the winter on Xanax Pills and poppers fucking in Hilton hotel Vice star ice my wrist freeze over Noel Saw my bro getting sent up to the soft cell Tainted love my baddie kicking it in hell Heaven or life, the afterlife motel Heartbreak and ice, I slice up my own tale (woah-oh-oh, woah-oh-oh, woah-oh-oh)Embed"
Forever Ain’t Nuff,"1 ContributorForever Ain’t Nuff Lyrics[Verse 1] She knows forever ain’t nuff for the both of us Like coming for you they wanna come for me We down coming lucid It’s never enough but don’t come Cupid Cause when it hits 3 I’m over the lust Distant memories can’t hang over trust Distant ones don’t pick up a fuss Don’t pick up and ring my zone like She switching bodies like she kills them Bad girl ain’t money but I chase friends Thought I hated them but I delay them Not into it cause I’m changing But still take drugs while I’m splitting E Just break em off cause I still need Your body next to mine Running through the lights  [Chorus] Faded off Pluto just come lucid Three girls in fiestas don’t come stupid Taking my mind off always got the zoots in Spaced all out cause I’m tryna find a new link Faded off Pluto just come lucid Three girls in fiestas don’t come stupid Taking my mind off always got the zoots in Spaced all out cause I’m tryna find a new link You might also like[Verse 2] With a back like that and a phone so tapped You push too different on the phone like I'm scared to pick up on your calls cause If it’s stress on the tone I don’t lose no nerves Hate to see you falling way outta this trust Muse to me baby always one for the lust But scared to keep you waiting cause The last time I checked I don’t do no dating Love to keep you up on a low key Texting with the hearts but still feeling lonely But I still got you thinking you’re the only one beside me You move gullible likely, don’t ever show me love You're moving high speed living life too fast Got you right beside me (right behind me)  [Chorus] Faded off Pluto just come lucid Three girls in fiestas don’t come stupid Taking my mind off always got the zoots in Spaced all out cause I’m tryna find a new link Faded off Pluto just come lucid Three girls in fiestas don’t come stupid Taking my mind off always got the zoots in Spaced all out cause I’m tryna find a new link [Outro] (man said that) You push too different on the phone like I'm scared to pick up on your calls causeEmbed"
Girls of 666 Avenue,"1 ContributorGirls of 666 Avenue Lyrics[Intro] Hold my hands, hold my hands, listen to me Look at me, look at me in my eyes, it's just me okay? (ay)  [Chorus] I don’t know what to do but popping these pills Her love letters sent to me has got me up thrilled I can’t complain my life is a kill Suicide she wrote on Hollywood Hills Girls we so faded we lost in these chills Smirnoff and BH with no ID at tills My girl is a star she lone from Brazil Romanian ting she gon' hop in the game Glass table bitches don’t know no ones name We kissing and cutting on sorrowful lanes This is a happy house everyone's pain Fuck off my keys, she letting me stay I can't complain my life is a kill Suicide she wrote on Hollywood Hills I can’t complain my life is a kill Suicide she wrote on Hollywood Hills  [Verse 1] Never wasted next to basic Sipping my (ah) pain fix, everyone's on tricks 707 she clean up all my mix Fucking round with you round with me Now we’re dazing, girl know you ain’t playing Sending me to bathroom floor, hearing noises from the lay in Mixed girl you ain’t on dating, chrome hearts, black lungs This no love its my thing, we spinning round all our drinks Cups full of that jaded, moon’s far from what’s dangerous Middle star you bouncing aimless Chanel glasses on your cute face Closed eyes we slaying, tittie slip while its playing Muffled sound time slowing Bus rides to no house, just come out We gon' bounce, you say let’s go jump out Hate to breathe, inhale now, bitch gimme a number 666 you a stunner, 4AM now you’re my lover Open my doors to recover Drugs and pink panties you ain’t ever discovered My life only ends in '23, shoot me (ah) nicely Depression couldn’t ever be so free Fuck me top of your bedsheets (ah) You might also like[Chorus] I don’t know what to do but popping these pills Her love letters sent to me has got me up thrilled I can’t complain my life is a kill Suicide she wrote on Hollywood Hills Girls we so faded we lost in these chills Smirnoff and BH with no ID at tills My girl is a star she lone from Brazil Romanian ting she gon' hop in the game Glass table bitches don’t know no ones name We kissing and cutting on sorrowful lanes This is a happy house everyone's pain Fuck off my keys, she letting me stay I can't complain my life is a kill Suicide she wrote on Hollywood Hills I can’t complain my life is a kill Suicide she wrote on Hollywood Hills  [Verse 2] You’re bending it backwards over for me Pull my hands towards your neck, no breathing Take it off and you're letting me see them Break you off you're letting me leave them Kill me slowly watch me bleed then While I'm caressing your lips ten 0 10 You ain't no angel you just my friend We sniff so much we reaching the end Fuck our lives we fucked hard at 10 PM no AM no time for a send Come over your legs shaking Watch me fuck you in front of your ex He be stoned face he was no flex Girl your dream pop cigs after sex, ay, ay, ay, ayEmbed"
HEAVENS SO REAL,"1 ContributorHEAVENS SO REAL Lyrics[Intro] (ahh) Don’t believe me, come and see me (ahh)  [Verse 1] Black hole, my black soul be sorrowfully shallow Lost control, no broken console, spinning from the rock and roll Dark side of the moon no home, depression exhale My heart unfolds, planning my own funeral Forever 17 got that in numerals, toxic levels Be off road like rovers, we fell in love in October notice Just grew up with that OVO chosen, gave her the rose But she left me on the turnt hocus pocus focus I could have never chose this Life for a low life, heartless cold like Abel Happy homes for me so fatal, angels up sniffing off 707  [Chorus] She bypasses my drunk addiction Narcan failed me I'm flying up different My beautiful white she's up in my system Heaven's so real cause I feel it listen She bypasses my drunk addiction Narcan failed me I'm flying up different My beautiful white she's up in my system Heavens so real cause I feel it listen You might also like[Refrain] Heavens so real cause I feel it listen, ha-ha-ha-ha Cause I feel it listen, listen-ay-no-listen-ay-no Heaven's so real cause I feel it listen, ay-ay-ay-oh Heavens so real cause I feel it listen, listen-no-ay-listen-no-ay  [Verse 2] Lonechild lonely kill me slowly Probably I might live but don’t phone me Home’s a wreck what home I have seen Seize the night what death I all fiend OD closer, next to three times that by sixteen Plus one laugh at me you’ll feel the bees knees (Don’t believe me, come and see me, ahh)  [Bridge] Called up triple 9 the moment I left '86 Feeling like Tommy Vercetti So heavy, packed up with Pingers and Eddie's Way too unstable in the middle of Canary Unready, fuck way too much with Capris and Aries Aries and Capris (ooh)  [Chorus] She bypasses my drunk addiction Narcan failed me I'm flying up different My beautiful white she's up in my system Heaven's so real cause I feel it listen She bypasses my drunk addiction Narcan failed me I'm flying up different My beautiful white she's up in my system Heavens so real cause I feel it listen [Refrain] Heaven's so real cause I feel it listen, ha-ha-ha-ha (Come and see me, ahh) Cause I feel it listen, listen-ay-no-listen-ay-no Heavens so real cause I feel it listen, ay-ay-ay-oh Heavens so real cause I feel it listen, listen-no-ay-listen-no-ay  [Outro] (Smoked too much like finna gonna take off) Cause I feel it, listen-listen-no-ay-listen-no-ay She bypasses my drunk addiction Narcan failed me I'm flying up different My beautiful white she's up in my systemEmbed"
HER NAME WAS LUCIFER,"1 ContributorHER NAME WAS LUCIFER Lyrics[Intro] Oh baby girl if I asked you to hold me close Would you go run and hope That my love it won't keep you froze and This is all just a game, double dose Your eyes keep me stuck in a trance Will it be the devil's holding me back?  [Chorus] So baby girl if I asked you to hold me close Would you go run and hope That my love it won't keep you froze and This is all just a game that we'll toast Your eyes keep me stuck in a trance? Will it be you holding my hands? (Oh) So baby girl if I asked you to hold me close Would you go run and hope That my love it won't keep you froze and This is all just a game?, double dose Your eyes keep me stuck in a trance Will it be the devil's holding me back?  [Refrain] Feeling lost inside my head Feeling your lust inside your bed Feeling cold when you just left Me to die outside the edge Feeling lost inside my head Feeling your lust inside your bed Feeling cold when you just left You might also like [Outro] Oh baby girl I know that this is just temporary But I know that you'll just leave me to be Baby I'll die for youEmbed"
Her Tears Kill,"1 ContributorHer Tears Kill Lyrics[Verse 1] Don’t just dream your art, go poppin' her loss forever Always a boss to myself to be lost Losses I take to the cross, still not no believer Justice wouldn’t serve my help Never helped no receiver, just been a giver Need to stop hurting my leaders Contradictory she knows that I'm stuck in February Even if I wore a purple ring all around me Would still be so pessimistic, hate traffic still cannot fix it My heart drops to less than zero but I’ve never been your hero What doеs that make me? Supervillain or a nigga Taking your faults to Janеiro overcrowding my flaws and inferno Fucked up in my head feel like I'm stuck, not a Romeo Vertigo right off of my own deep sorrow Never been a man to myself But never borrowed so please tell me what to do While my hope’s so hollow, please let me know (please let me know, let me know) Secrets ain’t nothing till you say this is forevermore I loved you so much till this day, it's the second fall If I didn't fuck up It would have been one year today, if I didn't fuck up We wouldn't have been filling swimming pools with our tears Chasing round for you With my blank ideas, you keep changing every time I happened to see you walk by, my drugs are just doing fine Faded off all these lines Smirnoff leaving me all behind, so careless, relentless Bleeding out for a second time You might also like[Pre-Chorus] Today (today), I know, I know (Ooh) I just have to admit it I can't live without you (without you) Baby you're not alone (you're not a, you're not alone), baby  [Chorus] Only when I'm with you (only when I'm with) Does it feel so good (does it feels so good?) To see the remedy turn blue? (turn blue) To hear the I love you (I love you) When your tears see through Do you feel the thrill To see the shine on the pills (shine on the pills) To feel the time stop still, when your tears just kill  [Verse 2] You were so scared to see me walk out the door But I'm more afraid when you leave my brain stalled Is it too much to ask for when I'm walking With my head up eyes closed wondering round the lamppost The shit you got me into was from your nose your beauty Keeps me begging while I'm behind your posts Daring to ask for another toast Can you keep me close when my hearts all froze When my hearts all froze [Verse 3] Why do pretty faces hide the most toxic feels Facades I hate it but what the fuck can I say I break a heart everyday Made mistakes finding another version of you but in (pain) Scars over your veins, wrote down scared on my grave Keep me close to that day, suicide I write away Living life in the fast lane, hate to be patience Cannot hold conversations, hope to start revolutions Yet I'm standing in stations healing fade away  [Bridge] Girl should I let you go (let you), I don’t know (let you) Lucifer (let you), girl you’re my ghost (ay, let go)  [Chorus] Only when I'm with you (only when I'm with) Does it feel so good (does it feels so good?) To see the remedy turn blue? (turn blue) To hear the I love you (I love you) When your tears see through Do you feel the thrill To see the shine on the pills (shine on the pills) To feel the time stop still, when your tears just kill  [Outro] When your tears, when your tears When your tears just kill (17, yo)Embed"
Hoodrich Girl,"1 ContributorHoodrich Girl Lyrics[Chorus] I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets (man said that)  [Verse 1] Bad girl bitching for whatever reason it's long now Taking the time I got for you then it went south Wasting my time when I could have had better Being a lover boy in summer no pleasurе (for real-for real) Cause you girls want thе heartbreak to come quicker Feeling so lost when you broke off, wanna take off Wanna bake off with you, no bless up Seeing you dance in the light, you're treasure (retro)  [Bridge] She switching bodies like that Carti ain't dropping Haze and Hennessey we got this shit hoppin' (man said that) Kiss and tell girls for the street they be clubbin' 707 we up in the mood we faded off tests and lies (For real-for real) After hours so timeless in the room We're fucking off bare drunk mood desires You might also like[Verse 2] Never thought that I could be a chaser Desires for you ain't a session for tasters I want all of you next to me till we wake up Eastside owls on the road we up violent With the trident, carrying Rambo's on pilots We flyin' drinking that henny no one like us (I-I-it is what it is) L-Lyca calling her up Black hole so much sorrow my heart unfolds Lost control we just spinning that on lows Until your heart controls, control that ass Till we're fucking on ten toes down the wrong route Ain't on going home, never too early, never too sober Addictive coming like Demi Lovato, starting to go up like Harlow  [Chorus] I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets I'm calling you up when I'm drunk on the bus Chasing you up like you're money But girl I could never say you're in love Cause you want my racks not my company Brand new girl with the Hoodrich on Nevertheless you're not one for me Baddies like you make me run with no sleep All of you die for these streets [Outro] I lied but I hate you and love you but we got drinks though Acting a narcissist here but baby could you pop those Nothing here matters when we got (uh) The haze and the brandy, the haze and the brandy B-Brand new girl with the Hoodrich on Nevertheless you're not one for me Bad-baddies like you make me run with no sleep All of you die for these streets B-Brand new girl with the Hoodrich onEmbed"
​murderers around me,"1 Contributor​murderers around me Lyrics[Intro] See I lost you when I gave you my world And you lost me when I chased the murderers Around me I saved myself (needed) She thought she could open a new world in my heart  [Verse] Now I'm talking to her best friend My mind is in disarray Lack of knowledge and a date I forgot the feelings Now I'm stuck with all the reasons That I'm such a fucking joke Save me from the outside Come and catch me with no lines Come back girl see me up and down the skies When you're here I feel so alive Give me some sort of lucid high Or just suicide, low and high, all the time We crossed the line  [Chorus] There's murderers around me I keep chasing killers like she All I want is a world without me She an angel unlike the others Soft talk, all nice dreams But reality don't want me with you, but I do And when I kiss you I feel like I don't exist You might also like[Post-Chorus] Do you hate or want me? Confusing signals rot my brain They wanna play a game Stay the same over and over and other  [Outro] Do you hate or want me? Soft talk, all nice dreams There's murderers around me I keep chasing killers like she All I want is a world without me She an angel, unlike the othersEmbed"
Over Soon,"1 ContributorOver Soon Lyrics[Intro: Shiloh Dynasty & CofiCarrera] But you pay me no attention And you know how much I need you But you never even see me-me-me-me It was never us-  [Chorus] Sixteen now writing these songs Sixteen now faded from love Sixteen now I got it tough Sixteen now wanting to shove myself off a bridge Tried to kill myself, this life is too cold for me to come at ease  [Post-Chorus] It was never us how did we get here? Calling for you, you never once wanted me dear Lucifer babe you an angel but my fears Conversations sleeping while you let out tears  [Verse] I was once only about 11 When I found out that I wanted to die Demons and ammunition both crossfaded like my girl tonight Never thought I was capable of having my first love and I found myself a beauty she looked at me with a third eye Came back from holly and she and my friend was fucking like I just never noticed pain building up slowly then I Went on to have a 5 year relationship, we had 2 girls and 1 boy But before we could call them home at 14 They died there on their own, my heart only froze Felt loads of pain in my zone had seizures breakdowns at school Even had a few next to her too, every birthday followed my wishes tried to Cut my bloodstream like a fool, hated life so bad but found my muse I broke her heart like I always lose You might also like[Chorus] Sixteen now writing these songs Sixteen now faded from love Sixteen now I got it tough Sixteen now wanting to shove myself off a bridge Tried to kill myself, this life is too cold for me to come at ease  [Outro] Whoever listening now You're just entering my mind Be careful don't be so blind It's darker than what you find I'm giving my trust to you Cause what girl wants me to prove That I might die this year or lose Next year maybe it will be over soon, ay, over soonEmbed"
